ID de Licitacion,Institucion Convocante,Tipo de Licitacion,Fecha de Publicacion de convocatoria,Fecha de Cierre de Convocatoria,Fecha de primera Adjudicacion,Ministro a cargo,Categoria del bien a adquirir,Tag,URL de la Licitacion,Link al PBC
316468,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-11-22,2016-12-06T08:50:00-04:00,2016-12-06,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316468-contratacion-servicios-mantenimiento-reparacion-equipos-transportes-programa-ampliad-3.html,
316370,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-08-17,2016-11-11T09:50:00-04:00,2016-11-11,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316370-adquisicion-equipos-biomedicos-instituto-nacional-alimentacion-nutricion-inan-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/9X1AEwokZf4%253D
316337,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-09-14,2016-09-28T09:50:00-04:00,2016-09-28,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316337-grapadora-descartable-piel-centro-nacional-quemado-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/DSOd4Szwt7s%253D
316333,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-10-31,2016-11-14T09:50:00-04:00,2016-11-14,Antonio Barrios,"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/316333-adquisicion-transformador-trifasico-750-kva-instalacion-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/r0y1ULLYjH0%253D
316304,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-09-20,2016-09-22T08:45:00-04:00,2016-09-22,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/316304-locacion-inmueble-zona-xiii-senepa-1.html,
316283,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-10-06,2016-11-28T14:50:00-04:00,2016-11-28,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316283-adquisicion-reactivos-e-insumos-programas-salud-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/lyDK80bVVZs%253D
316278,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-08-22,2016-09-08T10:50:00-04:00,2016-09-08,Antonio Barrios,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316278-contratacion-servicios-cafe-ficha-dnvs-plurianual-1.html,
316257,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-05,2016-09-20T10:00:00-04:00,2016-09-20,Antonio Barrios,"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316257-adquisicion-secador-ropa-industrial-hospital-santa-rosa-aguaray-san-pedro-1.html,
316103,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-09-26,2016-11-22T10:20:00-04:00,2016-11-22,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316103-adquisicion-protesis-traumatologicas-materiales-osteosintesis-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/G2JU7EUH3A4%253D
316041,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-09-16,2016-10-19T09:50:00-04:00,2016-10-19,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316041-adquisicion-insumos-varios-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/GWgSjCymfm0%253D
316040,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-08-25,2016-09-05T08:50:00-04:00,2016-09-05,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316040-lco-n-45-adquisicion-morfina-clorhidrato-10-mg-ml-ampolla-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/WVD5YC8IRRo%253D
316039,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-08-24,2016-09-05T10:50:00-04:00,2016-09-05,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316039-lco-n-45-2016-adquisicion-reactivos-e-insumos-anatomia-patologica-hospital-nacional-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/xGzuxTH6%252BpQ%253D
316010,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-08-19,2016-09-22T09:20:00-04:00,2016-09-22,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/316010-adquisicion-generador-aire-comptimido-medicinal-regulador-oxigeno-medicinal-frasco-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/uOlK4ogX1Rw%253D
315823,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-08-18,2016-08-25T08:45:00-04:00,2016-08-25,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315823-alquiler-estacionamiento-senasa-1.html,
315800,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-08-26,2017-06-15T07:20:00-04:00,2017-06-16,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315800-adquisicion-medicamentos-e-insumos-programa-nacional-diabetes-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/i2gJxTZ%252B0oE%253D
315687,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-08-16,2016-08-31T14:50:00-04:00,2016-08-31,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315687-mantenimiento-reparacion-cocina-comedor-lavanderia-hospital-regional-villarica-msp-1.html,
315623,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-08-17,2016-08-30T08:50:00-04:00,2016-08-30,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315623-alquiler-vivienda-sede-hogar-sustituto-nueva-paz-s-2-1.html,
315569,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-07-21,2016-08-18T09:50:00-04:00,2016-08-18,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315569-adquisicion-laminas-porta-objetos-laboratorios-direccion-general-gestion-insumos-est-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/DxQ0%252B%252BGK%252FvE%253D
315529,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-08-19,2016-09-01T08:45:00-04:00,2016-09-01,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315529-locacion-inmueble-zona-xiii-sector-2-senepa-1.html,
315527,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-08-26,2016-08-31T10:15:00-04:00,2016-08-31,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315527-locacion-inmueble-zona-v-senepa-1.html,
315526,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-08-22,2016-08-25T15:15:00-04:00,2016-08-25,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315526-locacion-inmueble-deposito-materiales-e-insumos-senepa-1.html,
315525,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-15,2016-09-30T09:50:00-04:00,2016-09-30,Antonio Barrios,Bienes - Productos Alimenticios,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/315525-adquisicion-alimentos-animales-dependencias-nivel-central-3.html,
315523,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-08-31,2016-09-12T09:50:00-04:00,2016-09-12,Antonio Barrios,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315523-ampliacion-refuncionalizacion-centro-especialidades-dermatologicas-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/h6E0%252F1M7UYw%253D
315520,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-08-19,2016-10-06T09:50:00-04:00,2016-10-06,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315520-adquisicion-medicamentos-programa-nacional-enfermedades-respiratorias-cronicas-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/aSUfNey4dCw%253D
315481,Ministerio de Salud Pública y Bienestar Social (MSPBS),BM - Contratación Directa - CD,2016-11-22,2016-12-01T10:15:00-04:00,2016-12-01,Antonio Barrios,"Consultoria - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315481-diseno-desarrollo-e-implementacion-software-contable-proyecto-3.html,
315459,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-09,2016-09-19T10:50:00-04:00,2016-09-19,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315459-adquisicion-productos-papel-carton-dependencias-nivel-central-msp-bs-1.html,
315454,Ministerio de Salud Pública y Bienestar Social (MSPBS),LPN_SBE_DNCP_BID - LICITACIÓN PUBLICA NACIONAL POR SBE SISTEMA NACIONAL BID BIENES COMUNES,2016-08-09,2016-08-24T08:00:00-04:00,2016-08-25,Antonio Barrios,Servicios - Servicios Técnicos,fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/315454-servicio-impresion-materiales-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/6JyNayHjiLs%253D
315430,Ministerio de Salud Pública y Bienestar Social (MSPBS),BID - Contratación Directa (CD/SD),2016-09-13,2016-09-19T09:30:00-04:00,2016-09-19,Antonio Barrios,"Consultoria - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión",fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/315430-consultoria-edicion-didactica-diseno-grafico-diagramacion-manuales-1.html,
315426,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-07-21,2016-08-09T10:50:00-04:00,2016-08-09,Antonio Barrios,Servicios - Seguros,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315426-servicio-seguro-robo-incendio-responsabilidad-civil-direccion-registro-control-profe-1.html,
315396,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2017-08-08,2017-09-20T09:50:00-04:00,2017-09-20,Antonio Barrios,Bienes - Muebles y Enseres,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315396-adquisicion-estante-metalico-deslizante-dependencias-nivel-central-mspybs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Qm3McHeqaog%253D
315315,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-11-24,2016-12-12T12:00:00-04:00,2016-12-12,Antonio Barrios,"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315315-adquisicion-campanas-extractoras-area-nutricion-1.html,
315268,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-15,2016-10-12T09:50:00-04:00,2016-10-12,Antonio Barrios,Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/315268-servicio-publicacion-medios-escritos-nivel-central-mspybs-1.html,
315266,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-02,2016-09-14T10:50:00-04:00,2016-09-14,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315266-adquisicion-cartuchos-toner-dependencias-nivel-central-1.html,
315186,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-09-01,2016-09-23T09:50:00-04:00,2016-09-23,Antonio Barrios,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315186-servicios-funebres-centro-nacional-quemado-s2-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/ZkgCOxe%252BeYk%253D
315167,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-09-12,2016-09-20T10:50:00-04:00,2016-09-20,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315167-adquisicion-equipos-volutrol-macrogotero-msp-bs-3.html,
315158,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-08-29,2016-09-05T10:00:00-04:00,2016-09-05,Antonio Barrios,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315158-adquisicion-licencia-antivirus-atencion-primaria-salud-1.html,
315084,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-08-10,2016-08-18T10:50:00-04:00,2016-08-18,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315084-servicio-mantenimiento-edificio-direccion-registros-control-profesionales-salud-msp-1.html,
315000,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-07-27,2016-08-11T09:50:00-04:00,2016-08-11,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/315000-adquisicion-utiles-oficina-dependencias-nivel-central-msp-bs-1.html,
314930,Ministerio de Salud Pública y Bienestar Social (MSPBS),CD_SBE_DNCP_BID - CONTRATACIÓN DIRECTA POR SBE SISTEMA NACIONAL BID PARA BIENES COMUNES,2016-07-22,2016-08-12T08:00:00-04:00,2016-08-16,Antonio Barrios,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",fonacide;produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/314930-adquisicion-equipamientos-informaticos-mobiliarios-equipo-coordinador-programa-items-1.html,
314885,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-10-31,2016-11-15T08:45:00-04:00,2016-11-15,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314885-adquisicion-reactivos-laboratorio-digesa-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/bc6D%252BfwkSd8%253D
314879,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-09-14,2016-10-07T09:00:00-04:00,2016-10-07,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314879-adquisicion-materiales-e-insumos-laboratorio-digesa-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/sk1DyRXTtVA%253D
314858,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2017-01-02,2017-03-13T09:20:00-04:00,2017-03-13,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314858-mantenimiento-preventivo-correctivo-generadores-transformadores-nivel-pais-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/k5CArf6Caw8%253D
314838,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-07-20,2016-09-13T07:20:00-04:00,2016-09-14,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314838-adquisicion-pedido-reactivo-e-insumos-pronasida-programa-nacional-sangre-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/g6VuIHp49hs%253D
314837,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-08-19,2016-09-21T09:20:00-04:00,2016-09-21,Antonio Barrios,"Servicios - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314837-contratacion-servicio-hemodialisis-adulto-asuncion-central-coronel-oviedo-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/HNtzfGXNIkM%253D
314713,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-10-17,2016-11-22T09:20:00-04:00,2016-11-22,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314713-mantenimiento-correctivo-preventivo-maquinas-hemodialisis-marca-frescenius-hospital-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/tVM4h%252BeiEro%253D
314640,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-07-08,2016-08-02T09:50:00-04:00,2016-08-02,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314640-mantenimiento-reparacion-ascensor-direccion-nacional-vigilancia-sanitaria-1.html,
314639,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-07-11,2016-11-08T09:20:00-04:00,2016-11-08,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/314639-adquisicon-autoclaves-esterilizacion-distintas-dependencias-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/0hFcMdBkrpM%253D
314629,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-07-01,2016-08-04T09:50:00-04:00,2016-08-04,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314629-mantenimiento-preventivo-correctivo-provision-repuestos-equipo-acelerador-lineal-mar-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Kh6w6BuWe4E%253D
314627,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-07-05,2016-09-07T09:50:00-04:00,2016-09-07,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314627-adquisicion-suero-o-solucion-preservacion-organos-trasplantes-hepatico-pancreatico-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/%252F%252BO12ihU3iY%253D
314550,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-08-10,2016-09-08T09:45:00-04:00,2016-09-08,Antonio Barrios,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314550-adquisicion-fotocopiadoras-senepa-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/ps9SJxYP%252Bvk%253D
314495,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-06-29,2016-08-18T07:20:00-04:00,2016-08-19,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314495-adquisicion-contrastes-radiologicos-jeringa-inyectora-hospital-trauma-manuel-giani-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/1IAzdHSwTVs%253D
314446,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-06-24,2016-07-15T09:50:00-04:00,2016-07-15,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314446-adquisicion-formulas-pediatricas-hospital-nacional-itaugua-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/MM58UwVECrg%253D
314445,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-07-20,2016-08-05T10:50:00-04:00,2016-08-05,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314445-adquisicion-formol-instituto-nacional-cancer-3.html,
314442,Ministerio de Salud Pública y Bienestar Social (MSPBS),BID - Contratación Directa (CD/SD),2016-10-14,2016-10-19T08:00:00-04:00,2016-10-19,Antonio Barrios,"Consultoria - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión",fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/314442-contratacion-firma-desarrollo-e-implementacion-sig-dit-ampliar-riss-cone-dit-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/5Vwsf8aXnEQ%253D
314400,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-06-09,2016-06-24T07:20:00-04:00,2016-06-27,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",fonacide,https://www.contrataciones.gov.py/licitaciones/convocatoria/314400-adquisicion-dispositivo-implantes-coclear-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/GjgyNxc0V5E%253D
314390,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-09-08,2016-12-05T09:20:00-04:00,2016-12-05,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314390-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-deman-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Ns%252F9ohPHPao%253D
314387,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-09-30,2016-10-31T09:50:00-04:00,2016-10-31,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314387-mantenimiento-edificios-hospital-pediatrico-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/FptwvX%252BoNJA%253D
314340,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2016-07-22,2016-08-01T07:45:00-04:00,2016-08-01,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/314340-locacion-deposito-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/%252B0LJfl%252FHrJY%253D
314328,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2016-07-20,2016-08-30T09:50:00-04:00,2016-08-30,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314328-adquisicion-insumos-varios-distintas-unidades-sanitarias-ministerio-salud-publica-bi-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/BDdjzdWrn1o%253D
314327,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-11-11,2016-11-29T10:50:00-04:00,2016-11-29,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314327-adquisicion-aminoacidos-nutricion-parenteral-uso-neonatal-5.html,
314326,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-06-17,2016-07-12T14:50:00-04:00,2016-07-12,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314326-adquisicion-insumos-programa-nacional-prevencion-cancer-cuello-uterino-mamas-1.html,
314251,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-06-28,2016-07-08T09:50:00-04:00,2016-07-08,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314251-adquisicion-inmunoglobulina-anti-d-rh-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/lZ9wYAEQJq4%253D
314202,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2016-07-26,2016-08-05T09:50:00-04:00,2016-08-05,Antonio Barrios,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",,https://www.contrataciones.gov.py/licitaciones/convocatoria/314202-construccion-pabellon-salud-ocular-hospital-regional-caacupe-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/%252BWLTq95uMsM%253D
314162,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2016-11-08,2016-11-30T08:50:00-04:00,2016-11-30,Antonio Barrios,Servicios - Seguros,,https://www.contrataciones.gov.py/licitaciones/convocatoria/314162-contratacion-seguros-instituto-nacional-alimentacion-nutricion-laboratorio-central-1.html,
